aid	name	lat1	lat2	lng1	lng2	alt
55206	八尾	36	34.7	137	7.9	78
55217	立山芦峅	36	34.6	137	23.1	379
55252	五箇山	36	25.8	136	56.5	357
55267	猪谷	36	28.4	137	14.2	215
56036	珠洲	37	26.8	137	17.2	4
56052	輪島	37	23.4	136	53.7	5
56081	門前	37	15.7	136	43.7	11
56093	三井	37	17.6	136	57.7	219
56116	志賀	37	8.6	136	43.5	6
56146	七尾	37	1.8	136	59.5	58
56176	羽咋	36	53.6	136	46.6	15
56186	かほく	36	42.7	136	41.5	42
56192	宝達志水	36	47.3	136	46.1	90
56227	金沢	36	35.3	136	38	6
56232	医王山	36	31.2	136	44.7	420
56276	小松	36	22.9	136	26.1	3
56286	白山河内	36	23.8	136	37.2	136
56301	加賀菅谷	36	13.8	136	21.7	83
56346	白山白峰	36	10.8	136	37.5	470
57001	三国	36	14.6	136	10.4	34
57026	春江	36	8.5	136	13.4	5
57051	越廼	36	0.7	135	59.4	30
57066	福井	36	3.3	136	13.3	9
57071	美山	35	59.9	136	21.5	70
57082	勝山	36	2.3	136	31.3	196
57106	武生	35	54.3	136	10.4	32
57121	大野	35	58.3	136	29.8	182
57176	九頭竜	35	54.5	136	40.1	436
57206	今庄	35	46	136	12	128
57248	敦賀	35	39.2	136	3.7	2
57286	美浜	35	36	135	55	10
57311	大飯	35	28.8	135	37	3
57317	小浜	35	29	135	46.9	10
60026	柳ケ瀬	35	34.9	136	11.3	220
60051	今津	35	24.7	136	1.7	88
60061	長浜	35	25.4	136	14.5	95
60081	朽木平良	35	18.5	135	49.8	380
60102	米原	35	23	136	20.6	147
60116	南小松	35	14.1	135	57.4	90
60131	彦根	35	16.5	136	14.6	87
60161	近江八幡	35	7.6	136	5.5	90
60196	東近江	35	3.7	136	11.4	128
60216	大津	34	59.5	135	54.7	86
60226	信楽	34	54.8	136	4.8	265
60236	土山	34	56.3	136	16.7	248
61001	間人	35	44.2	135	5.2	42
61031	峰山	35	37.1	135	4.3	23
61076	宮津	35	33	135	14.1	2
61111	舞鶴	35	27	135	19	2
61151	睦寄	35	22.9	135	27.2	175
61187	福知山	35	18.7	135	6.8	17
61191	綾部	35	17.6	135	15.5	51
61192	三和	35	13	135	13.9	105
61201	本庄	35	15.6	135	23.7	95
61206	美山	35	16.5	135	33	200
61241	須知	35	10.6	135	25.2	150
61242	園部	35	6.5	135	27.3	134
61251	京北	35	10.9	135	39.7	260
61286	京都	35	0.8	135	43.9	41
61306	長岡京	34	55.8	135	40.7	71
61326	京田辺	34	49.8	135	45.6	20
62016	能勢	34	56.9	135	27.3	235
62037	茨木	34	51.6	135	33.6	78
62046	枚方	34	48.5	135	40.3	26
62051	豊中	34	47	135	26.3	12
62078	大阪	34	40.9	135	31.1	23
62081	生駒山	34	40.5	135	40.6	626
62091	堺	34	33.3	135	29.1	20
62096	八尾	34	35.8	135	36	10
62101	関空島	34	26	135	13.9	5
62111	河内長野	34	25.4	135	32.6	160
62131	熊取	34	23.1	135	21	68
63016	香住	35	37.5	134	37.6	5
63032	温泉	35	31.7	134	28.8	233
63051	豊岡	35	32.1	134	49.3	3
63071	兎和野高原	35	25.9	134	35	540
63111	大屋	35	19.9	134	39.9	150
63116	八鹿	35	23.9	134	44.4	183
63121	和田山	35	19.4	134	50.9	80
63201	生野	35	10	134	47.5	320
63241	佐用	35	1	134	22.1	120
63251	一宮	35	5.8	134	35.1	195
63321	福崎	34	57	134	44.9	72
63331	西脇	34	59.9	134	59.8	72
63346	後川	35	1.5	135	17.6	330
63366	上郡	34	51.5	134	22.4	20
63383	姫路	34	50.3	134	40.2	38
63411	三田	34	53.7	135	12.7	150
63461	三木	34	46.6	135	0.8	145
63477	西宮	34	45	135	20.1	38
63491	家島	34	40.3	134	31.6	88
63496	明石	34	41.2	134	52.6	3
63517	神戸空港	34	37.9	135	13.4	5
63518	神戸	34	41.8	135	12.7	5
63551	郡家	34	28	134	50.9	5
63576	洲本	34	20.3	134	54.3	109
63588	南淡	34	13.1	134	43.2	5
64036	奈良	34	40.4	135	50.2	102
64041	針	34	36.3	135	57.1	468
64056	田原本	34	33.3	135	47.1	50
64076	曽爾	34	31.3	136	9.5	610
64091	葛城	34	29.3	135	42.2	141
64101	大宇陀	34	29.3	135	55.9	349
64127	五條	34	22.8	135	43.8	190
64136	吉野	34	22.7	135	54	188
64161	天川	34	16.2	135	53	840
64206	上北山	34	8.2	136	0.3	334
64227	風屋	34	2.7	135	47.2	301
64261	玉置山	33	55.6	135	49.8	1077
65021	葛城山	34	20.8	135	26.2	840
65026	かつらぎ	34	18.6	135	31.7	142
65036	友ケ島	34	16.8	135	0	43
65042	和歌山	34	13.7	135	9.8	14
65061	高野山	34	13.3	135	35.4	795
65106	湯浅	34	2.1	135	10.9	8
65121	清水	34	5.2	135	25.5	240
65127	護摩壇山	34	2.4	135	34	1130
65162	龍神	33	56.7	135	33.4	410
65201	川辺	33	53.6	135	13	84
65226	本宮	33	50.2	135	46.4	60
65256	栗栖川	33	47.5	135	30.8	160
65276	新宮	33	41.2	135	58.2	18
65288	南紀白浜	33	39.7	135	21.8	89
65306	西川	33	38.3	135	42.6	150
65311	色川	33	40.5	135	50.9	275
65321	日置川	33	36.3	135	28.8	17
65356	潮岬	33	27	135	45.4	68
66046	上長田	35	17.8	133	43.5	430
66056	恩原	35	18	133	59.2	734
66091	千屋	35	6.2	133	26.1	525
66112	富	35	10.7	133	48.3	480
66127	奈義	35	6.7	134	10.2	212
66136	今岡	35	5.9	134	19.5	207
66171	久世	35	4.1	133	45.2	145
66186	津山	35	3.8	134	0.5	146
66221	新見	34	56.6	133	31.1	393
66226	下呰部	34	57.9	133	37.7	180
66237	旭西	34	57.7	133	48.7	230
66251	赤磐	34	55.1	134	4.9	56
66276	陣山	34	49.7	133	31.4	529
66287	吉備中央	34	49	133	42.3	340
66296	福渡	34	52	133	54.2	63
66306	和気	34	48.9	134	11	35
66336	高梁	34	47.5	133	36.6	60
66381	佐屋	34	41.1	133	26.7	390
66391	矢掛	34	37	133	37.1	18
66408	岡山	34	41.1	133	55.5	5
66421	虫明	34	40.9	134	12.4	10
66446	倉敷	34	35.4	133	46.1	3
66481	笠岡	34	30.1	133	29.7	0
66501	玉野	34	29.2	133	57	2
67016	高野	35	2	132	54.1	570
67026	道後山	35	3.4	133	11.3	729
67052	君田	34	55.7	132	49.8	304
67106	三次	34	48.7	132	51	159
67116	庄原	34	51.6	133	1.4	300
67126	東城	34	53.7	133	16.6	310
67136	八幡	34	42.5	132	10.4	774
67151	大朝	34	46.1	132	27.8	399
67161	美土里	34	43.3	132	39.3	318
67191	油木	34	45.8	133	16.7	510
67211	王泊	34	41.9	132	18.7	525
67212	加計	34	36.6	132	19.2	210
67217	都志見	34	38.8	132	26.6	400
67231	甲田	34	41.7	132	45.6	185
67251	上下	34	41.6	133	7	384
67271	内黒山	34	35.8	132	10.6	987
67292	三入	34	32.7	132	31.8	70
67306	安宿	34	34	132	50.3	363
67316	世羅	34	35	133	3	350
67326	府中	34	33.7	133	13.9	70
67351	佐伯湯来	34	29.9	132	17.4	206
67371	志和	34	29.9	132	39.6	215
67376	東広島	34	25	132	42	224
67386	本郷	34	26.1	132	55.1	331
67401	福山	34	26.8	133	14.8	2
67421	廿日市津田	34	21.9	132	11.4	317
67437	広島	34	23.9	132	27.7	4
67461	竹原	34	19.8	132	58.9	5
67471	生口島	34	16.7	133	7.4	3
67496	大竹	34	13.3	132	13.2	1
67511	呉	34	14.4	132	33	4
67566	倉橋	34	5.5	132	29.3	3
67576	呉市蒲刈	34	9.9	132	44.9	48
68022	西郷	36	12.2	133	20	27
68056	海士	36	5.8	133	5.8	3
68091	鹿島	35	31.2	133	1.3	5
68121	斐川	35	24.8	132	53.4	2
68132	松江	35	27.4	133	3.9	17
68156	出雲	35	19.9	132	43.8	20
68166	大東	35	19.1	132	57.9	56
68181	伯太	35	21	133	16.4	23
68206	佐田	35	13.3	132	43.4	100
68246	大田	35	11.4	132	29.8	30
68261	掛合	35	11.8	132	48.9	215
68276	横田	35	10.4	133	6.2	369
68286	福光	35	4.2	132	20	8
68306	赤名	35	0.1	132	42.7	444
68346	桜江	34	57.2	132	20	32
68351	川本	34	58.6	132	29.5	132
68376	浜田	34	53.8	132	4.2	19
68401	瑞穂	34	51.2	132	31.8	327
68421	三隅	34	47.7	131	56.9	9
68431	弥栄	34	46.6	132	6.5	380
68436	波佐	34	46.8	132	11.8	370
68456	高津	34	40.5	131	47.4	54
68462	益田	34	40.6	131	50.6	4
68501	匹見	34	34.3	132	1	259
68516	津和野	34	27.7	131	46.2	165
68541	吉賀	34	23.5	131	53.6	250
69006	境	35	32.6	133	14.1	2
69021	塩津	35	31.4	133	34	15
69041	青谷	35	31.2	133	59.8	13
69052	湖山	35	31.8	134	9.9	15
69061	岩井	35	33.5	134	21.6	19
69076	米子	35	26	133	20.3	7
69101	倉吉	35	28.4	133	50.3	8
69111	鹿野	35	24.8	134	1	210
69122	鳥取	35	29.2	134	14.3	7
69152	大山	35	23.6	133	32.2	875
69161	関金	35	22.7	133	45.4	150
69181	佐治	35	19.7	134	6.8	210
69196	若桜	35	20	134	24.3	231
69222	江尾	35	17.3	133	29	155
69246	智頭	35	15.8	134	14.4	182
69271	茶屋	35	11.2	133	13.8	490
71066	池田	34	1.4	133	47.7	214
71087	穴吹	34	2.4	134	9.4	160
71106	徳島	34	4	134	34.4	2
71136	半田	33	59.4	134	2.2	228
71191	京上	33	52	133	54.2	560
71211	福原旭	33	52.7	134	23.3	290
71231	蒲生田	33	50.2	134	44.5	10
71251	木頭	33	46.3	134	12.3	330
71266	日和佐	33	43.9	134	32.3	3
71291	海陽	33	36.7	134	21.3	5
72061	内海	34	28.3	134	16.4	20
72086	高松	34	19	134	3.2	9
72111	多度津	34	16.5	133	45.1	4
72121	滝宮	34	14.2	133	55.4	60
72126	香南	34	12.8	134	0.9	185
72146	引田	34	12.8	134	24.4	12
72161	財田	34	7.2	133	46.3	65
72176	竜王山	34	6.8	134	3	1040
73001	大三島	34	15	133	0.4	9
73071	玉川	34	1.1	132	56.4	67
73076	今治	34	3.2	132	58.5	27
73126	西条	33	54.9	133	4.8	4
73151	四国中央	33	58.9	133	34.9	75
73152	富郷	33	54.9	133	30.6	310
73166	松山	33	50.6	132	46.6	32
73168	松山南吉田	33	49.6	132	41.9	4
73231	上林	33	44.3	132	53.4	460
73247	成就社	33	47.7	133	7.9	1280
73256	長浜	33	37	132	28.8	4
73271	中山	33	38.3	132	42.5	163
73276	久万	33	39.8	132	53.7	511
73306	大洲	33	30.5	132	32.1	20
73321	獅子越峠	33	32.6	132	49.9	1000
73341	瀬戸	33	26.8	132	15.4	143
73351	八幡浜	33	26.9	132	26	8
73406	宇和	33	22	132	30.2	200
73442	宇和島	33	13.6	132	33.1	2
73446	近永	33	15.2	132	40.5	129
73516	御荘	32	57.8	132	34.2	12
74056	本川	33	45.9	133	20.3	560
74071	本山	33	45.2	133	34.5	252
74101	池川	33	36.5	133	10.1	150
74126	繁藤	33	40.7	133	41.1	346
74136	大栃	33	41.9	133	52.5	210
74151	魚梁瀬	33	36.9	134	6.5	450
74166	佐川	33	30.7	133	16.3	80
74181	高知	33	34	133	32.9	1
74187	後免	33	35.4	133	38.6	12
74237	船戸	33	25	133	5.3	428
74238	鳥形山	33	28.8	133	5	835
74271	安芸	33	29.3	133	56	6
74276	田野	33	25.6	134	0.4	17
74296	梼原	33	23.4	132	55.3	415
74311	須崎	33	23.1	133	16.6	4
74336	佐喜浜	33	23.6	134	12.3	12
74361	窪川	33	12.4	133	7.7	205
74372	室戸岬	33	15.1	134	10.6	185
74381	江川崎	33	10.2	132	47.5	72
74391	大正	33	11.6	132	58.3	150
74436	佐賀	33	4.7	133	6.1	3
74447	宿毛	32	55.2	132	41.7	2
74456	中村	32	59.4	132	55.2	8
74506	三崎	32	47.7	132	52.3	9
74516	清水	32	43.3	133	0.6	31
81011	須佐	34	36.9	131	37.4	50
81071	萩	34	24.6	131	24.3	2
81116	油谷	34	22.2	131	3.3	20
81141	篠生	34	18.2	131	34.6	205
81151	徳佐	34	23.9	131	43.5	310
81167	羅漢山	34	21	132	3.8	945
81196	秋吉台	34	14.1	131	18.4	240
81228	鹿野	34	13.5	131	48.9	368
81231	広瀬	34	15.7	131	57.1	97
81266	豊田	34	11.2	131	4.6	40
81271	東厚保	34	7.1	131	10.9	56
81286	山口	34	9.7	131	27.7	18
81301	和田	34	8.9	131	44.1	140
81321	岩国	34	9.3	132	10.7	41
81371	防府	34	2.4	131	32	4
81386	下松	34	0.6	131	52.3	27
81397	玖珂	34	5.7	132	4.5	68
81428	下関	33	56.9	130	55.5	3
81481	柳井	33	57.5	132	6.8	3
81486	安下庄	33	54.2	132	17.6	5
82046	宗像	33	48.5	130	32.3	7
82056	八幡	33	51.1	130	44.6	20
82068	空港北町	33	50.7	131	2.1	7
82101	行橋	33	42.8	130	58.5	9
82136	飯塚	33	39.1	130	41.6	37
82171	前原	33	33.6	130	11.4	5
82182	福岡	33	34.9	130	22.5	3
82186	博多	33	35	130	27.1	9
82191	太宰府	33	29.8	130	29.4	52
82206	添田	33	33.5	130	51.3	92
82241	早良脇山	33	29.3	130	21.2	83
82261	朝倉	33	24.3	130	41.7	36
82272	英彦山	33	29.3	130	55.4	823
82306	久留米	33	18.2	130	29.6	7
82316	耳納山	33	17.5	130	37.5	607
82317	黒木	33	13.5	130	38.7	144
82331	柳川	33	9.6	130	24.2	7
82361	大牟田	33	0.4	130	28	40
83021	国見	33	40.5	131	35.4	14
83051	中津	33	35.2	131	14.7	12
83061	豊後高田	33	34.2	131	26	5
83096	耶馬渓	33	26.7	131	6.9	100
83106	院内	33	25.2	131	19	90
83121	杵築	33	25	131	35.8	5
83126	武蔵	33	28.7	131	44.2	5
83137	日田	33	19.3	130	55.7	83
83191	玖珠	33	17.5	131	9.3	331
83201	湯布院	33	15.2	131	20.8	435
83216	大分	33	14.1	131	37.1	5
83226	佐賀関	33	14.9	131	51.9	1
83242	椿ヶ鼻	33	11.4	130	54.9	843
83286	臼杵	33	7.9	131	47.8	30
83341	犬飼	33	3.9	131	37.9	100
83371	竹田	32	58.4	131	23.9	261
83401	佐伯	32	57	131	54.1	2
83431	宇目	32	50.7	131	40.5	200
83476	蒲江	32	47.7	131	55.4	2
84012	鰐浦	34	41.9	129	26.7	63
84072	厳原	34	11.8	129	17.5	4
84076	美津島	34	17.1	129	19.8	63
84121	芦辺	33	48	129	43.3	97
84171	平戸	33	21.6	129	33	58
84183	松浦	33	20.5	129	42.7	14
84236	小値賀	33	11.4	129	5.4	8
84266	佐世保	33	9.5	129	43.6	4
84286	頭ヶ島	33	0.8	129	11.5	80
84341	有川	32	58.9	129	7.1	11
84356	大瀬戸	32	56.9	129	37.9	43
84361	長浦岳	32	54.5	129	44.3	510
84371	大村	32	55	129	54.8	3
84441	諫早	32	50.6	130	1.5	15
84496	長崎	32	44	129	52	27
84519	雲仙岳	32	44.2	130	15.7	678
84523	島原	32	45.6	130	21.7	14
84536	福江	32	41.6	128	49.6	25
84537	上大津	32	39.9	128	49.9	77
84561	口之津	32	36.7	130	11.6	13
84596	野母崎	32	34.7	129	44.4	190
85033	唐津	33	27.5	129	57.3	23
85046	北山	33	24.8	130	13.2	339
85106	鳥栖	33	23.1	130	31	25
85116	伊万里	33	16	129	52.7	25
85142	佐賀	33	15.9	130	18.3	6
85161	嬉野	33	7	129	59.7	81
85166	白石	33	11	130	8.9	2
85176	川副	33	8.9	130	18.1	2
86006	鹿北	33	6.9	130	41.5	119
86066	南小国	33	6.2	131	4	448
86086	岱明	32	54.9	130	30.7	15
86101	菊池	32	56.7	130	46.9	83
86111	阿蘇乙姫	32	56.4	131	2.4	497
86141	熊本	32	48.8	130	42.4	38
86146	益城	32	50.2	130	51.3	193
86156	阿蘇山	32	52.8	131	4.4	1142
86161	高森	32	49.3	131	7.5	555
86181	宇土	32	42	130	39.4	6
86197	山都	32	42.7	130	57.5	574
86216	三角	32	36.7	130	28.7	60
86236	甲佐	32	38.7	130	48.6	36
86271	松島	32	30.9	130	26.8	2
86316	本渡	32	28.1	130	10.8	30
86336	八代	32	28.4	130	36.4	8
86396	田浦	32	21.8	130	30.5	3
86407	山江	32	18.1	130	44.8	218
86451	水俣	32	12.3	130	24.4	6
86461	一勝地	32	14.7	130	38.7	120
86467	人吉	32	13	130	45.3	146
86477	上	32	13.5	130	54.3	166
86478	多良木	32	17.7	130	57	210
86481	湯前横谷	32	15.8	131	2.6	665
86491	牛深	32	11.8	130	1.6	3
87041	高千穂	32	42.7	131	17.4	350
87066	古江	32	42.7	131	49.2	14
87071	鞍岡	32	38.6	131	9.4	590
87086	日之影	32	40.9	131	24.4	262
87127	諸塚	32	31	131	20.1	150
87136	北方	32	33.7	131	31.5	30
87141	延岡	32	34.9	131	39.4	19
87157	椎葉	32	28.5	131	6.2	517
87181	日向	32	24.5	131	36	20
87206	神門	32	23.1	131	19.9	250
87231	西米良	32	14.5	131	9.1	258
87251	都農	32	17	131	32.5	61
87301	加久藤	32	2.8	130	48.6	228
87331	西都	32	3.8	131	24.8	8
87346	えびの	31	56.7	130	50.4	1150
87352	小林	32	0	130	57.2	276
87361	野尻	31	57.4	131	9.4	182
87371	国富	32	0.4	131	17.8	66
87376	宮崎	31	56.3	131	24.8	9
87412	赤江	31	52.6	131	26.9	6
87426	都城	31	43.8	131	4.9	154
87461	深瀬	31	38.2	131	15	130
87492	油津	31	34.7	131	24.4	3
87501	串間	31	27.9	131	13.2	20
88061	阿久根	32	1.6	130	12	40
88066	出水	32	5.6	130	21.1	11
88081	大口	32	2.8	130	37.6	175
88101	紫尾山	31	58.8	130	22	1060
88107	さつま柏原	31	55	130	27.3	59
88131	中甑	31	50.1	129	52	10
88151	川内	31	50	130	18.9	5
88166	溝辺	31	48.2	130	43.1	272
88211	八重山	31	44.8	130	26.3	533
88261	東市来	31	40.1	130	19.7	40
88286	牧之原	31	39.7	130	50.6	387
88317	鹿児島	31	33.3	130	32.8	4
88331	輝北	31	35.3	130	51.3	360
88341	大隅	31	34.8	131	0.3	170
88371	加世田	31	24.9	130	19.5	9
88392	吉ケ別府	31	27.7	130	51.6	100
88406	志布志	31	28.7	131	5.7	70
88432	喜入	31	23.2	130	32.4	4
88442	鹿屋	31	23.5	130	51.8	80
88447	肝付前田	31	20.4	130	56.3	31
88466	枕崎	31	16.3	130	17.5	30
88486	指宿	31	15	130	38.2	5
88506	内之浦	31	16.6	131	3.3	8
88536	田代	31	11.9	130	50.6	182
88551	佐多	31	5.6	130	41.4	27
88612	種子島	30	43.2	130	58.9	25
88666	上中	30	24.4	130	54.1	150
88686	屋久島	30	23.1	130	39.5	37
88706	尾之間	30	14.1	130	33.3	60
88736	中之島	29	50.4	129	52	220
88836	名瀬	28	22.7	129	29.7	3
88901	古仁屋	28	8.6	129	18.9	2
88956	伊仙	27	40.6	128	58.4	44
91011	伊是名	26	56.9	127	56.4	14
91021	奥	26	50.1	128	16.3	232
91046	国頭	26	43.7	128	10.7	8
91066	本部	26	41.1	127	53.9	25
91081	東	26	37.9	128	9.2	24
91096	粟国	26	35.5	127	14.4	12
91107	名護	26	35.6	127	57.9	6
91121	読谷	26	24.4	127	44	90
91141	北原	26	21.8	126	42.8	7
91146	久米島	26	20.2	126	48.2	5
91161	胡屋	26	19.6	127	48.3	86
91166	宮城島	26	21.8	127	58.3	100
91181	渡嘉敷	26	12.6	127	21.8	220
91197	那覇	26	12.4	127	41.2	28
91216	慶良間	26	10.1	127	17.6	48
91236	安次嶺	26	11.7	127	38.7	3
91241	糸数	26	9.2	127	45.9	186
92006	北大東	25	56.6	131	19.6	22
92011	南大東	25	49.7	131	13.7	15
92012	旧東	25	50.8	131	15.8	48
93012	下地	24	49.6	125	8.6	8
93041	宮古島	24	47.6	125	16.7	40
93042	鏡原	24	46.9	125	17.7	43
93051	城辺	24	44.6	125	24.6	55
93062	仲筋	24	39.2	124	40.5	10
94001	伊原間	24	30.5	124	16.8	15
94011	所野	24	28	122	58.7	15
94017	与那国島	24	28	123	0.6	30
94036	川平	24	28	124	8.4	7
94062	西表島	24	25.6	123	45.9	10
94081	石垣島	24	20.2	124	9.8	6
94101	大原	24	15.9	123	52.3	33
94116	波照間	24	3.3	123	46	38
94121	志多阿原	24	3.5	123	48.2	13
